PlayerID=1 | State=INTRODUCTION | Action=BUY_ITEM | Item=None | Input='None' | Intent=BUY_ITEM
PlayerID=1 | State=AWAITING_ITEM_SELECTION | Action=BUY_NEEDS_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ITEM_SELECTION | Action=UNKNOWN | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ITEM_SELECTION | Action=UNKNOWN | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ITEM_SELECTION | Action=BUY_NEEDS_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ITEM_SELECTION | Action=BUY_NEEDS_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ITEM_SELECTION | Action=BUY_NEEDS_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ITEM_SELECTION | Action=BUY_NEEDS_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ITEM_SELECTION | Action=BUY_NEEDS_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ITEM_SELECTION | Action=BUY_NEEDS_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ITEM_SELECTION | Action=BUY_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ITEM_SELECTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ITEM_SELECTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ITEM_SELECTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ITEM_SELECTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_NEEDS_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_NEEDS_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_NEEDS_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_NEEDS_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CANCEL | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CANCEL | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=None | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=BUY_NEEDS_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=BUY_NEEDS_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=BUY_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CANCEL | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CANCEL | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CANCEL | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CANCEL | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=None | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=BUY_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CANCEL | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CANCEL | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=None | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=BUY_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=UNKNOWN | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=UNKNOWN | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CANCEL | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CANCEL | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=None | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=BUY_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CANCEL | Item=Healing Potion | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CANCEL | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=None | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=BUY_ITEM | Item=None | Input='None' | Intent=None
PlayerID=1 | State=INTRODUCTION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_ACTION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_ITEM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion'} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=CONFIRM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
PlayerID=1 | State=AWAITING_CONFIRMATION | Action=BUY_NEEDS_ITEM | Item={'item_name': 'Healing Potion', 'match_confirmed': True} | Input='None' | Intent=None
